stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,stop_timezone,wheelchair_boarding
SHEAKSPE,15855,Shakespeare,47.461877,-0.6125969999999999,0,Europe/Paris,1
IRLAND-E,12365,Irlande,47.523061,-0.6042770000000001,0,Europe/Paris,1
AUTRICH,18326,Autriche,47.522984,-0.6099610000000001,0,Europe/Paris,1
CHENAI-E,145360,Chenaie,47.548042,-0.4744110000000001,0,Europe/Paris,0
VILLESIC,8016,Villesicard,47.452474,-0.5383350000000001,0,Europe/Paris,1
CIMETIER,6354,Cimetière de l'Est,47.471369,-0.5277390000000001,0,Europe/Paris,1
ATOLL-E,43346,L'Atoll-Vallin,47.48318,-0.632515,0,Europe/Paris,0
PAVILLO,3922,Pavillon,47.465368,-0.6217560000000001,0,Europe/Paris,0
TINELLIE,794659,Tinellière,47.483963,-0.431664,0,Europe/Paris,0
FACULT-E,30202,Faculté,47.479299,-0.5507600000000001,0,Europe/Paris,1
STADE-E,12422,St-Barthélemy Stade,47.461241,-0.4918900000000001,0,Europe/Paris,1
HOPA8-C,27358,CHU-Hôpital,47.480652,-0.5548310000000001,0,Europe/Paris,1
LAILANDE,,Laie des Landes,47.582791,-0.418512,0,Europe/Paris,0
2FARC,,Farcy,47.473371,-0.5773690000000001,0,Europe/Paris,1
ESA,6717,ESA,47.458532,-0.5449150000000001,0,Europe/Paris,1
LESGRA-E,324614,Les Grappes,47.426565,-0.301213,0,Europe/Paris,0
PAGNOL,229552,Pagnol,47.554173,-0.6686900000000001,0,Europe/Paris,0
RESIDE-E,209683,Résidence,47.572736,-0.4869690000000001,0,Europe/Paris,0
HAUBOUCH,4077,Hauts de Bouchemaine,47.430487,-0.6095159999999999,0,Europe/Paris,1
MAIL-NAE,15219,Mail,47.471272,-0.5465780000000001,0,Europe/Paris,1
BENE,3624,Béné,47.541165,-0.6096300000000001,0,Europe/Paris,1
TRELCH-E,816825,Chevallerie,47.445981,-0.4586820000000001,0,Europe/Paris,0
SABLONS,28098,Sablons,47.440038,-0.5331330000000001,0,Europe/Paris,1
SBAVENAI,,Venaiserie,47.472615,-0.4858710000000001,0,Europe/Paris,1
REVERIES,12326,Rêveries,47.482005,-0.5784520000000001,0,Europe/Paris,1
JEHUEZ-E,27321,Jean Huez,47.530884,-0.5942620000000001,0,Europe/Paris,1
RTEDAN-E,14532,Route d'Angers,47.42544,-0.5562390000000001,0,Europe/Paris,1
CLAUDEL,14,Claudel,47.449507,-0.5662509999999999,0,Europe/Paris,1
GBREM-E,25296,Gares Bremont,47.465715,-0.5594840000000001,0,Europe/Paris,1
STMARTIN,16698,St-Martin Centre,47.431246,-0.7026630000000001,0,Europe/Paris,0
BOISRA-E,4209,Boisramé,47.478256,-0.5846970000000001,0,Europe/Paris,1
AVALOUP,351192,Avaloup,47.45689,-0.437023,0,Europe/Paris,0
PARMEN-E,7606,Parmentier,47.453104,-0.5185490000000001,0,Europe/Paris,1
DSCAZEAU,24278,Descazeaux,47.476515,-0.5669200000000001,0,Europe/Paris,1
VEILLIER,586304,Veillière,47.526557,-0.5052630000000001,0,Europe/Paris,0
CHAPE,651257,Chapelles,47.468731,-0.382975,0,Europe/Paris,0
GALIL-E,9088,Galilée,47.456596,-0.6678560000000001,0,Europe/Paris,0
AAMIPI-E,28632,AMIPI,47.463783,-0.6266750000000001,0,Europe/Paris,0
STLEGMAI,301813,St-Léger Mairie,47.459292,-0.7096740000000001,0,Europe/Paris,0
BARBO2-E,283046,Barboterie,47.39862,-0.5236900000000001,0,Europe/Paris,0
BOISDAME,541690,Bois des Dames,47.56618,-0.6781509999999999,0,Europe/Paris,1
GRAVEL-E,756972,Gravelle,47.530524,-0.7513710000000001,0,Europe/Paris,1
VILLECHI,12145,Villechien,47.46263,-0.5197420000000001,0,Europe/Paris,1
FONTAINE,15253,La Fontaine,47.569642,-0.5905380000000001,0,Europe/Paris,0
PINSONS,23478,Pinsons,47.472499,-0.6301240000000001,0,Europe/Paris,0
LOMBAR-E,1349,Lombardières,47.442609,-0.6906610000000001,0,Europe/Paris,0
CHEVROLL,858266,Lycée Chevrollier,47.453824,-0.5573090000000001,0,Europe/Paris,0
MEIG34-E,7347,Meignanne Église,47.519711,-0.6675500000000001,0,Europe/Paris,0
ATHLET-E,12108,Athlétis,47.441471,-0.5283490000000001,0,Europe/Paris,1
RIMOUX-E,644943,Rimoux,47.475743,-0.356174,0,Europe/Paris,0
MOUCHERI,404144,Moucherie,47.577036,-0.5446850000000001,0,Europe/Paris,1
2JMOU,14673,Jean Moulin,47.490425,-0.5520750000000001,0,Europe/Paris,1
MERCIER,7042,Mercier,47.492723,-0.4585010000000001,0,Europe/Paris,0
5ROUTE-E,234343,Cinq routes,47.484526,-0.6435830000000001,0,Europe/Paris,1
PTFILL-E,19116,Pont aux Filles,47.512662,-0.5150570000000001,0,Europe/Paris,0
RAMON,25600,Ramon,47.486669,-0.5378830000000001,0,Europe/Paris,1
RABELA-E,28844,Rabelais,47.461596,-0.5469570000000001,0,Europe/Paris,1
1BARR,,La Barre,47.473174,-0.5987260000000001,0,Europe/Paris,1
DEUVAL,17151,Deux Vallées,47.568389,-0.4987820000000001,0,Europe/Paris,0
FRESNA-E,27900,Fresnaies,47.448234,-0.5009000000000001,0,Europe/Paris,1
HOTELLER,30702,Hôtellerie,47.489373,-0.5195959999999999,0,Europe/Paris,1
REUSSI-E,366153,Reussières,47.5693,-0.5643080000000001,0,Europe/Paris,0
POIVRE,690308,Poivre,47.513532,-0.5930460000000001,0,Europe/Paris,1
ORGEMONT,13154,Orgemont,47.447157,-0.5425570000000001,0,Europe/Paris,1
RTEROU-E,538444,Haute Roussière,47.571875,-0.6501280000000002,0,Europe/Paris,0
POULINIE,871781,Poulinière,47.508097,-0.346507,0,Europe/Paris,1
RASPAI-E,14912,Raspail,47.475037,-0.5700940000000001,0,Europe/Paris,0
AQUAVITA,52941,AquaVita,47.493401,-0.5652850000000001,0,Europe/Paris,1
STLOU-E,35907,St-Louis,47.487771,-0.5866320000000002,0,Europe/Paris,0
1BOTA,24128,Terra Botanica,47.494224,-0.5746170000000002,0,Europe/Paris,1
PEGARDE,21733,Petite Garde,47.508358,-0.5881430000000001,0,Europe/Paris,1
NOYAU-E,689066,Noyau,47.512694,-0.365556,0,Europe/Paris,0
ORMEAU-E,18420,Ormeaux,47.48004,-0.5190690000000001,0,Europe/Paris,1
LAMARE,25707,La Mare,47.468452,-0.4653010000000001,0,Europe/Paris,0
PLOTIN-E,626210,Plotinière,47.472141,-0.433089,0,Europe/Paris,0
ANLEROY,29097,André Leroy,47.464661,-0.5482480000000001,0,Europe/Paris,1
CIMETI-E,7431,Cimetière de l'Est,47.471236,-0.5277269999999999,0,Europe/Paris,1
POULARDE,,Poularderie,47.493725,-0.4906270000000001,0,Europe/Paris,0
MENDES-E,25308,Mendès France,47.472945,-0.5456000000000001,0,Europe/Paris,1
PROMENIE,26386,Promeniers,47.47731,-0.6313910000000001,0,Europe/Paris,1
BVALLEES,31943,Basses Vallées,47.579336,-0.4997410000000001,0,Europe/Paris,0
VAURAGER,21571,Vauragère,47.472849,-0.6354160000000001,0,Europe/Paris,1
CAMPJUIG,7458,Juigné Camping,47.537566,-0.616886,0,Europe/Paris,0
RIOTTE-E,6695,Riotteau,47.443937,-0.4992650000000001,0,Europe/Paris,1
SPOT,458426,Germaine Tillion,47.537072,-0.6274550000000001,0,Europe/Paris,1
GROLLI-E,30562,Grolière,47.353982,-0.5276090000000001,0,Europe/Paris,0
RESTLAVA,675479,Restaurant,47.457636,-0.392321,0,Europe/Paris,0
BOULLE-E,15478,Boulle,47.486505,-0.6286910000000001,0,Europe/Paris,1
WALCOURT,20031,Walcourt,47.463316,-0.4859670000000001,0,Europe/Paris,1
JEANNARC,590509,Collège Jeanne d'Arc,47.520392,-0.4655900000000001,0,Europe/Paris,0
LESECO-E,7610,Les Ecots,47.475507,-0.6957930000000001,0,Europe/Paris,0
MOULINMA,32614,Moulin Marcille,47.433767,-0.5005660000000001,0,Europe/Paris,1
GEMMETR,27273,Gemmetrie-ESAIP,47.463176,-0.4991440000000001,0,Europe/Paris,1
BARBOTR2,837793,Barboterie,47.399375,-0.5241380000000001,0,Europe/Paris,0
FAUVETTE,,Fauvettes,47.470943,-0.6280190000000001,0,Europe/Paris,0
STEXUPER,22347,St-Exupéry,47.467847,-0.5365170000000001,0,Europe/Paris,1
CEEQUE-E,15981,Centre Équestre,47.459571,-0.4845620000000001,0,Europe/Paris,1
ELYSEE-E,20767,Élysée,47.473703,-0.584891,0,Europe/Paris,0
CAMPBOUC,11882,Bouchemaine Camping,47.419392,-0.6113680000000001,0,Europe/Paris,1
WALCOU-E,20782,Walcourt,47.463395,-0.4862290000000001,0,Europe/Paris,1
BRISEPOT,2222,Brisepotière,47.479537,-0.5272829999999999,0,Europe/Paris,1
ESPMON-E,34314,Espéranto,47.529501,-0.6037450000000001,0,Europe/Paris,1
MORELLIE,5810,Morellerie,47.451809,-0.5453230000000001,0,Europe/Paris,1
ZARTISAN,20846,ZA Feneu,47.579282,-0.5913730000000001,0,Europe/Paris,0
CLAVERIE,32135,Claverie,47.486652,-0.5045010000000001,0,Europe/Paris,1
GIRARDE,24763,Girardeau,47.436629,-0.5209330000000001,0,Europe/Paris,1
REPUBLIQ,30691,République,47.471006,-0.5539930000000001,0,Europe/Paris,1
STLAUD-E,721584,Collège St-Laud,47.418563,-0.5228320000000001,0,Europe/Paris,0
DELATA-E,29323,De Lattre,47.453187,-0.5413770000000001,0,Europe/Paris,1
VILLEC-E,8804,Villechien,47.463242,-0.5195240000000001,0,Europe/Paris,1
GROSEMAR,49861,Gare routière Sémard,47.465052,-0.5593420000000001,0,Europe/Paris,1
LOUDINAI,581527,L'Oudinais,47.552249,-0.429346,0,Europe/Paris,1
STEXUP-E,15821,St-Exupéry,47.468021,-0.5374030000000001,0,Europe/Paris,1
MORSUB,850214,Morel,47.475283,-0.6082360000000001,0,Europe/Paris,0
AUBERDER,747618,Auberderie,47.537885,-0.4786910000000001,0,Europe/Paris,0
POMONE-E,15036,Pomone,47.481516,-0.5743840000000001,0,Europe/Paris,1
NONNAINS,17013,Les Nonnains,47.586923,-0.423601,0,Europe/Paris,0
PEGARD-E,22451,Petite Garde,47.508405,-0.5879360000000001,0,Europe/Paris,1
MONTHI-E,5661,Monthibert,47.444623,-0.4733020000000001,0,Europe/Paris,1
2CONS,,Conservatoire,47.471461,-0.538178,0,Europe/Paris,1
CARRSS-E,6897,Carrefour St-Serge,47.488125,-0.5435090000000001,0,Europe/Paris,1
PIECE,22296,Pièce du Moulin,47.507364,-0.5966220000000001,0,Europe/Paris,1
UNION,2517,Union,47.51962,-0.4753120000000001,0,Europe/Paris,1
LESRIVES,31416,Les Rives,47.526623,-0.5250870000000001,0,Europe/Paris,1
PELUAU,16,Peluau,47.489685,-0.5674830000000001,0,Europe/Paris,1
SOLAND,31835,Soland,47.399479,-0.5312730000000001,0,Europe/Paris,1
CHDARR,39215,Château,47.468772,-0.5592840000000001,0,Europe/Paris,1
VANDEL,63584,Vandellant,47.478031,-0.5210570000000001,0,Europe/Paris,1
LAENN,43968,Laennec,47.539332,-0.6183700000000001,0,Europe/Paris,1
SOUL-E,22770,Soulaire,47.577519,-0.5541250000000001,0,Europe/Paris,0
GENDRON,,Gendron,47.437869,-0.5269600000000001,0,Europe/Paris,1
JANEQUIN,297498,Collège Janequin,47.498117,-0.5915260000000001,0,Europe/Paris,0
BOHACEND,953348,La Cendreuse,47.422421,-0.384953,0,Europe/Paris,0
LUTIN-E,331921,Lutin,47.475729,-0.5341740000000001,0,Europe/Paris,1
BAUDELAI,204931,Baudelaire,47.396421,-0.5241100000000001,0,Europe/Paris,1
LORPLM-E,8507,L'Orée,47.542585,-0.6723350000000001,0,Europe/Paris,0
COSSE-E,7690,Cosse,47.43825,-0.5534470000000001,0,Europe/Paris,0
MEMBMA-E,3254,Membrolle Mairie,47.560763,-0.672784,0,Europe/Paris,1
OCEANSUD,604969,Delage,47.514251,-0.4482090000000001,0,Europe/Paris,1
GARDOT-E,17618,Gardot,47.468284,-0.5331030000000001,0,Europe/Paris,1
BASMORTI,7483,Bas Mortier,47.515371,-0.4746250000000001,0,Europe/Paris,1
CHAMBO-E,22463,Champboureau,47.396673,-0.6367170000000001,0,Europe/Paris,0
SAICROIX,18938,Ste-Croix,47.469957,-0.5543210000000001,0,Europe/Paris,1
HUTREA-E,7382,Hutreau,47.431353,-0.5554940000000002,0,Europe/Paris,0
EGLTRE-E,1318,Trélazé Église,47.445443,-0.4646120000000001,0,Europe/Paris,1
JAUDET-E,22741,Jaudette,47.463796,-0.4903880000000001,0,Europe/Paris,1
BOURRELI,385547,Bourrelière,47.381943,-0.5640330000000001,0,Europe/Paris,0
CHAERI-E,8276,Château Érigné,47.406391,-0.5260120000000001,0,Europe/Paris,0
2MTAI,,Montaigne,47.469298,-0.5328670000000001,0,Europe/Paris,1
2ACAS,12080,Acacias,47.503703,-0.5862700000000001,0,Europe/Paris,1
AULNERIE,937759,Aulnerie,47.587453,-0.4928890000000001,0,Europe/Paris,0
EBEAUPIN,22853,Ébeaupin,47.464338,-0.6247400000000001,0,Europe/Paris,0
RESTUNIV,27148,Restau U,47.479178,-0.6001980000000001,0,Europe/Paris,1
ALDUNANT,,Allonneau-Dunant,47.482881,-0.5268220000000001,0,Europe/Paris,1
OLIVERAI,4722,L'Oliveraie,47.427215,-0.7126209999999999,0,Europe/Paris,0
BEDAUDIE,26883,Bedaudière,47.501437,-0.394023,0,Europe/Paris,0
BECKE,58108,Becker,47.538835,-0.6220050000000001,0,Europe/Paris,1
LACACCUE,15782,Maison de L'Environnement,47.464238,-0.5939320000000001,0,Europe/Paris,1
COUREAU,617489,Coureau,47.420394,-0.368765,0,Europe/Paris,0
OFFTOURI,26477,Office de Tourisme,47.468866,-0.5581220000000001,0,Europe/Paris,1
GAREBO-E,14886,Bouchemaine Gare,47.416676,-0.6148580000000001,0,Europe/Paris,1
BANCHA-E,25865,Banchais,47.485523,-0.5117960000000001,0,Europe/Paris,1
ESEO,,ESEO,47.492359,-0.5518729999999999,0,Europe/Paris,1
GRCHAM-E,669,Grands Champs,47.514728,-0.434038,0,Europe/Paris,0
PTGRCHAM,12601,Petits Grandchamps,47.463898,-0.7143900000000001,0,Europe/Paris,0
DLOGIS-E,,Logis Notre-Dame -reporté-,47.498271,-0.426567,0,Europe/Paris,0
CHENR-E,284422,Chêne Rond,47.395843,-0.536236,0,Europe/Paris,0
1PMAY,17915,Plateau Mayenne,47.49571,-0.5800510000000001,0,Europe/Paris,1
BOUTEILL,602328,Bouteillerie,47.479017,-0.432242,0,Europe/Paris,0
FRAVISCO,697386,François Villon,47.43303,-0.5219680000000001,0,Europe/Paris,0
PERRAUDI,3443,Perraudière,47.482274,-0.6811720000000001,0,Europe/Paris,0
INTERAVR,29162,Auchan,47.518696,-0.6075860000000001,0,Europe/Paris,1
CRVESCOL,697945,Croix Verte,47.474296,-0.354762,0,Europe/Paris,0
PVIVIE-E,970019,Petit Vivier,47.445584,-0.6066250000000001,0,Europe/Paris,1
MALRAU-E,468359,Malraux,47.457616,-0.4734070000000001,0,Europe/Paris,1
DURELLE1,530721,Durellerie Carrée,47.428933,-0.6412120000000001,0,Europe/Paris,0
FRANCA-E,27417,Françaiserie,47.521484,-0.4662270000000001,0,Europe/Paris,1
LE-PRE-E,150327,Le Pré,47.515249,-0.5851120000000001,0,Europe/Paris,1
POISSO-E,16364,Cœur de Maine,47.472569,-0.5568290000000001,0,Europe/Paris,1
AQUA-D5A,55947,AquaVita,47.493407,-0.5655370000000001,0,Europe/Paris,1
CLOSDU-E,700600,Clos du Vau,47.57714,-0.4581420000000001,0,Europe/Paris,0
MURIER,810277,Mûrier,47.514058,-0.3765780000000001,0,Europe/Paris,0
LAFAUVEL,8205,La Fauvelais,47.45217,-0.5127680000000001,0,Europe/Paris,1
VAILLA-E,15274,Vaillante,47.485316,-0.5333639999999999,0,Europe/Paris,1
LILAS,6187,Lilas,47.459435,-0.6629920000000001,0,Europe/Paris,0
PINELI-E,90368,Pinelier,47.522453,-0.742195,0,Europe/Paris,0
DARWIN,13304,Darwin,47.473837,-0.6041980000000001,0,Europe/Paris,0
MARSAULA,547381,Marsaulaie,47.415556,-0.343703,0,Europe/Paris,0
JUSTICES,9099,Justices,47.453629,-0.526549,0,Europe/Paris,1
LIZE.,26415,Lizé,47.487126,-0.5744080000000001,0,Europe/Paris,1
DURVILLE,28495,Dumont d'Urville,47.445205,-0.5571770000000001,0,Europe/Paris,1
LANDREAU,29073,Le Landreau,47.474025,-0.6178380000000001,0,Europe/Paris,1
LAVALLEE,601332,La Vallée,47.493329,-0.389226,0,Europe/Paris,1
CHAUMIER,12643,Chaumières,47.524116,-0.5233139999999999,0,Europe/Paris,1
JULESV-E,3251,Jules Verne,47.446936,-0.5606320000000001,0,Europe/Paris,1
MONTHIBE,4518,Monthibert,47.44474,-0.4738780000000001,0,Europe/Paris,1
FAUVET-E,,Fauvettes,47.470956,-0.6281760000000001,0,Europe/Paris,0
MURSHDV,7383,Murs-Érigné Hôtel de Ville,47.401834,-0.5365300000000001,0,Europe/Paris,1
STCLEM,958167,Moulin,47.529843,-0.7451440000000001,0,Europe/Paris,1
INTAVR-E,6846,Auchan,47.518234,-0.6064530000000001,0,Europe/Paris,1
1MTAI,,Montaigne,47.469226,-0.5328030000000001,0,Europe/Paris,1
GLYCIN-E,28945,Glycines,47.498834,-0.5238600000000001,0,Europe/Paris,0
HARAS-E,3412,Foch-Haras,47.467252,-0.5522340000000001,0,Europe/Paris,1
VIGNES-E,19033,Les Vignes,47.408537,-0.6263310000000001,0,Europe/Paris,1
ESNAUDER,511998,L'Esnauderie,47.593253,-0.5498230000000001,0,Europe/Paris,0
PONTSC-E,15414,Ponts-de-Cé Mairie,47.425495,-0.5258110000000001,0,Europe/Paris,1
MONOD-E,20101,Monod,47.478985,-0.6363790000000001,0,Europe/Paris,1
LAPLESSE,22986,La Plesse,47.499411,-0.6203680000000001,0,Europe/Paris,0
PERRAU-E,19554,Perraudière,47.48239,-0.6814160000000001,0,Europe/Paris,0
UNION-E,2651,Union,47.519615,-0.4751790000000001,0,Europe/Paris,1
AUVERG-E,3123,Auvergne,47.490197,-0.5300550000000001,0,Europe/Paris,1
VILVEQUE,4402,Villevêque Mairie,47.559473,-0.422195,0,Europe/Paris,0
ECHMA-E,30440,Echman,47.490228,-0.5756370000000001,0,Europe/Paris,1
LACDMA-E,27440,Lac De Maine Nautique,47.461097,-0.5963840000000001,0,Europe/Paris,1
CHAMPD,30452,Champdollant,47.556722,-0.5614330000000001,0,Europe/Paris,0
1STSE,901361,St-Serge Université,47.476135,-0.5506700000000001,0,Europe/Paris,1
MINDIE-E,452383,Mindière,47.440089,-0.6304360000000001,0,Europe/Paris,0
BECK-E,67197,Becker,47.538824,-0.6221840000000001,0,Europe/Paris,1
GARVIB-E,117813,Gare Vieux Briollay,47.572999,-0.4825470000000001,0,Europe/Paris,0
MERCIE-E,11750,Mercier,47.492691,-0.4581930000000001,0,Europe/Paris,0
TEMPLE-E,986897,Temple,47.489583,-0.4283370000000001,0,Europe/Paris,0
CORNCR-E,434360,Croix Verte,47.474017,-0.354858,0,Europe/Paris,0
SCANIA-E,14160,Scania,47.493612,-0.5222260000000001,0,Europe/Paris,0
PETGUICH,607987,Petit Guichard,47.526066,-0.4790780000000001,0,Europe/Paris,0
2CECO,363258,Centre de Congrès,47.474266,-0.5461000000000001,0,Europe/Paris,1
LANGEV-E,24587,Langevine,47.478757,-0.6919130000000001,0,Europe/Paris,0
MASTELLE,16341,Mastelle,47.529427,-0.5924830000000001,0,Europe/Paris,1
2PATT,,Patton,47.473402,-0.5927280000000001,0,Europe/Paris,1
NDAMLA-E,24523,Notre Dame du Lac,47.479713,-0.5897670000000002,0,Europe/Paris,1
CAMLAC-E,1059,Lac de Maine Camping,47.457702,-0.5972280000000001,0,Europe/Paris,1
COSSIE-E,273670,Cossières,47.526266,-0.4483480000000001,0,Europe/Paris,1
SOULAINE,1828,Le Tertre,47.362895,-0.522665,0,Europe/Paris,0
SAVOIE,919007,Savoie,47.49115,-0.5282970000000001,0,Europe/Paris,1
ROMORNA,32360,Roche Morna,47.420324,-0.5814000000000001,0,Europe/Paris,1
FRCEVERT,14982,Cevert,47.446348,-0.5441870000000001,0,Europe/Paris,1
MONNIER,1582,Monnier,47.403184,-0.5250100000000001,0,Europe/Paris,1
VEILLERO,203459,Veillerot,47.523719,-0.4733070000000001,0,Europe/Paris,0
INTREPID,14842,Intrépide,47.447226,-0.5521100000000001,0,Europe/Paris,1
AURIOL,3820,Auriol,47.490868,-0.5649590000000001,0,Europe/Paris,1
PTFILLES,1435,Pont aux Filles,47.51201,-0.5150240000000001,0,Europe/Paris,0
PLDULY-E,29899,Place du Lycée,47.466909,-0.5445980000000001,0,Europe/Paris,1
CHDARR-E,31053,Château,47.469273,-0.5600320000000001,0,Europe/Paris,1
HTESBR-E,504742,Hautes Bruyères,47.591231,-0.4521410000000001,0,Europe/Paris,0
POUILLE,25650,Pouillé,47.432768,-0.5317520000000001,0,Europe/Paris,1
GADIFA-E,226554,Gadifaix,47.576028,-0.44943,0,Europe/Paris,0
PARCGA-E,16675,Garenne,47.478341,-0.5765030000000001,0,Europe/Paris,1
LANDRE-E,31271,Le Landreau,47.474163,-0.6178500000000001,0,Europe/Paris,1
BUISSO-E,5587,Buisson,47.441901,-0.4839600000000001,0,Europe/Paris,1
FMEDEC-E,2930,Fac de Médecine,47.48739,-0.5525610000000001,0,Europe/Paris,1
CAMLACMA,276,Lac de Maine Camping,47.458118,-0.5969920000000001,0,Europe/Paris,1
GRANBELL,19824,Grange aux Belles,47.476672,-0.6285940000000001,0,Europe/Paris,1
DAGUERRE,2483,Dojo Daguerre,47.446594,-0.5063820000000001,0,Europe/Paris,1
VALEO,20234,Valéo,47.502137,-0.5169340000000001,0,Europe/Paris,1
ISORET-E,23628,Isoret,47.474436,-0.5201490000000001,0,Europe/Paris,1
MAETUD-E,25699,Polytech,47.480635,-0.5945859999999999,0,Europe/Paris,1
MARIANNE,6575,Marianne,47.450169,-0.5310880000000001,0,Europe/Paris,1
SALET-AR,91682,Salette,47.512493,-0.587165,0,Europe/Paris,1
1BAMA,24604,Bamako,47.452165,-0.5564590000000001,0,Europe/Paris,1
SAILLE-E,29523,Saillerie,47.486916,-0.5068680000000001,0,Europe/Paris,1
CHPEGUY,855516,Charles Péguy,47.529912,-0.6202850000000001,0,Europe/Paris,1
SAJACQUE,17939,St-Jacques,47.473521,-0.5712780000000001,0,Europe/Paris,1
LECUIT-E,28784,Lecuit,47.489452,-0.5627630000000001,0,Europe/Paris,1
MAIRAV-E,14192,Avrillé Mairie,47.504954,-0.5908140000000001,0,Europe/Paris,1
SHEAKS-E,14745,Shakespeare,47.461973,-0.6126200000000001,0,Europe/Paris,1
ARTAUD-E,14855,Artaud,47.433341,-0.610894,0,Europe/Paris,1
VALLO,23454,Vallon,47.463608,-0.6025910000000001,0,Europe/Paris,1
BOURJOLY,84254,Bourg Joly,47.408872,-0.313344,0,Europe/Paris,0
ROUSSI-E,228030,Roussière,47.574653,-0.6508340000000001,0,Europe/Paris,0
CHBBEILL,21074,Chapelle Belle-Beille,47.475812,-0.5861200000000001,0,Europe/Paris,1
GASPAL-E,409,Gaspalon,47.452852,-0.5072810000000001,0,Europe/Paris,1
CHENOI-E,903926,Chemin Noir,47.529576,-0.5910200000000001,0,Europe/Paris,1
GUICHETE,684737,Guicheteau,47.39549,-0.5555540000000001,0,Europe/Paris,0
COROT,,Corot,47.471046,-0.4896200000000001,0,Europe/Paris,1
LABOET-E,937479,La Boette,47.420098,-0.445475,0,Europe/Paris,1
1RALL,,Ralliement,47.471129,-0.5516640000000002,0,Europe/Paris,1
CHEVRO-E,440202,Lycée Chevrollier,47.453911,-0.5574760000000001,0,Europe/Paris,0
MALRAUX,258751,Malraux,47.457471,-0.4734720000000001,0,Europe/Paris,1
1EURO,,Europe,47.486621,-0.5270350000000001,0,Europe/Paris,1
CRBLAN-E,21587,Croix Blanche,47.480756,-0.5171450000000001,0,Europe/Paris,1
FRAYON,221540,Frayon,47.46125,-0.7081010000000001,0,Europe/Paris,1
VIGNES,18380,Les Vignes,47.408901,-0.6263540000000001,0,Europe/Paris,1
RECLAI-E,641741,René Clair,47.536595,-0.6217940000000001,0,Europe/Paris,1
PONTLA-E,16421,Pont Laitier,47.413199,-0.6171990000000001,0,Europe/Paris,1
PTANJO-E,7177,Croisée,47.459078,-0.6674840000000001,0,Europe/Paris,0
GARECOUF,30849,Gare d'Écouflant,47.503599,-0.5201830000000001,0,Europe/Paris,0
GENTR-E,30843,Gentric,47.447939,-0.4851860000000001,0,Europe/Paris,0
CHESNAIE,21405,La Chesnaie,47.437232,-0.5243110000000001,0,Europe/Paris,1
RIMOUX,716161,Rimoux,47.475803,-0.3562060000000001,0,Europe/Paris,0
DESMAZ,15401,Desmazières,47.462542,-0.5345259999999999,0,Europe/Paris,1
RBRIOL-E,8269,Route de Briollay,47.486155,-0.5328600000000001,0,Europe/Paris,1
MIMOSA-E,,Mimosas,47.481552,-0.5231920000000001,0,Europe/Paris,1
LANGEVIN,23618,Langevine,47.477812,-0.6920100000000001,0,Europe/Paris,0
MVIGNE-E,803997,Marcel Vigne,47.475158,-0.5824180000000001,0,Europe/Paris,1
HELBOU,76238,Hélène Boucher,47.485999,-0.4898800000000001,0,Europe/Paris,1
BEDAUD-E,5506,Bedaudière,47.501358,-0.393321,0,Europe/Paris,0
LHOIRIE2,,L'Hoirie,47.467167,-0.6184900000000001,0,Europe/Paris,1
SAINTEAN,,Sainte Anne,47.591064,-0.4566060000000001,0,Europe/Paris,0
BOUGONNI,27073,Bourgonnier,47.462174,-0.5422270000000001,0,Europe/Paris,1
TRINIT-E,29503,Trinité,47.475166,-0.5617799999999999,0,Europe/Paris,1
CIAVRILL,24835,Avrillé Cimetière,47.506404,-0.5910720000000002,0,Europe/Paris,1
1LGAR,20910,Les Gares,47.464465,-0.5554650000000001,0,Europe/Paris,1
COUBER-E,70,Jean Bouin,47.458882,-0.5328320000000001,0,Europe/Paris,1
ESNAUD-E,91404,L'Esnauderie,47.593146,-0.5497150000000001,0,Europe/Paris,0
DAGUVALA,929816,Val d'Authion,47.41939,-0.428294,0,Europe/Paris,0
GPOMPIDO,2755,Pompidou,47.491891,-0.5923389999999999,0,Europe/Paris,0
JERUSALE,23164,Jérusalem,47.473053,-0.5302460000000001,0,Europe/Paris,1
RIOTTEAU,29013,Riotteau,47.443933,-0.4987890000000001,0,Europe/Paris,1
SOLELE-E,26456,Soleil Levant,47.484894,-0.516754,0,Europe/Paris,1
SOLELEVA,25379,Soleil Levant,47.484629,-0.5175920000000001,0,Europe/Paris,1
TEMPLE,128919,Temple,47.489541,-0.428495,0,Europe/Paris,0
PROVINS,14341,Provins,47.492528,-0.5024220000000001,0,Europe/Paris,1
DELESC-E,22260,Delescluze,47.466048,-0.6050450000000001,0,Europe/Paris,1
MACURI-E,15853,Marie Curie,47.43331,-0.5170470000000001,0,Europe/Paris,1
BAUDRA-E,11299,Baudrairie,47.437811,-0.5075910000000001,0,Europe/Paris,1
MEIGNA34,22128,Meignanne Église,47.519955,-0.6675320000000001,0,Europe/Paris,0
BRAINA-E,364514,Crémaillère d'Argent,47.465282,-0.433265,0,Europe/Paris,0
PRTLAU-E,4444,Port Launay,47.52092,-0.5216260000000001,0,Europe/Paris,0
PICAS,26555,Picasso,47.452988,-0.5231610000000001,0,Europe/Paris,1
DUBE-E,583889,Dube,47.415419,-0.5232560000000001,0,Europe/Paris,1
